Iteration, Maximum_Velocity
246,28.0009
247,28.0002
248,27.9994
249,27.9987
250,27.998
251,27.9973
252,27.9966
253,27.9959
254,27.9951
255,27.9944
256,27.9937
257,27.993
258,27.9923
259,27.9916
260,27.9909
261,27.9902
262,27.9895
263,27.9888
264,27.9881
265,27.9874
266,27.9867
267,27.986
268,27.9853
269,27.9846
270,27.9839
271,27.9832
272,27.9825
273,27.9818
274,27.9812
275,27.9805
276,27.9798
277,27.9791
278,27.9784
279,27.9777
280,27.9771
281,27.9764
282,27.9757
283,27.975
284,27.9744
285,27.9737
286,27.973
287,27.9724
288,27.9717
289,27.971
290,27.9704
291,27.9697
292,27.969
293,27.9684
294,27.9677
295,27.9671
296,27.9664
297,27.9658
298,27.9651
299,27.9645
300,27.9638
301,29.3672
302,29.3666
303,29.3659
304,29.3653
305,29.3646
306,29.364
307,29.3634
308,29.3627
309,29.3621
310,29.3614
311,29.3608
312,29.3602
313,29.3595
314,29.3589
315,29.3583
316,29.3577
317,29.357
318,29.3564
319,29.3558
320,29.3552
321,29.3545
322,29.3539
323,29.3533
324,29.3527
325,29.3521
326,29.3515
327,29.3508
328,29.3502
329,29.3496
330,29.349
331,29.3484
332,29.3478
333,29.3472
334,29.3466
335,29.346
336,29.3454
337,29.3448
338,29.3442
339,29.3436
340,29.343
341,29.3424
342,29.3418
343,29.3412
344,29.3406
345,29.34
346,29.3395
347,29.3389
348,29.3383
349,29.3377
350,29.3371
351,29.3365
352,29.336
353,29.3354
354,29.3348
355,29.3342
356,29.3337
357,29.3331
358,29.3325
359,29.3319
360,29.3314
361,29.3308
362,29.3302
363,29.3297
364,29.3291
365,29.3285
366,29.328
367,29.3274
368,29.3269
369,29.3263
370,29.3257
371,29.3252
372,29.3246
373,29.3241
374,29.3235
375,29.323
376,29.3224
377,29.3219
378,29.3213
379,29.3208
380,29.3202
381,29.3197
382,29.3191
383,29.3186
384,29.318
385,29.3175
386,29.317
387,29.3164
388,29.3159
389,29.3153
390,29.3148
391,29.3143
392,29.3137
393,29.3132
394,29.3127
395,29.3121
396,29.3116
397,29.3111
398,29.3106
399,29.31
400,29.3095
401,31.8671
402,31.8666
403,31.8661
404,31.8655
405,31.865
406,31.8645
407,31.864
408,31.8635
409,31.8629
410,31.8624
411,31.8619
412,31.8614
413,31.8609
414,31.8604
415,31.8598
416,31.8593
417,31.8588
418,31.8583
419,31.8578
420,31.8573
421,31.8568
422,31.8563
423,31.8558
424,31.8553
425,31.8548
426,31.8543
427,31.8538
428,31.8533
429,31.8528
430,31.8523
431,31.8518
432,31.8513
433,31.8508
434,31.8503
435,31.8498
436,31.8493
437,31.8488
438,31.8483
439,31.8478
440,31.8473
441,31.8468
442,31.8464
443,31.8459
444,31.8454
445,31.8449
446,31.8444
447,31.8439
448,31.8434
449,31.8429
450,31.8425
451,31.842
452,31.8415
453,31.841
454,31.8405
455,31.84
456,31.8396
457,31.8391
458,31.8386
459,31.8381
460,31.8377
461,31.8372
462,31.8367
463,31.8362
464,31.8357
465,31.8353
466,31.8348
467,31.8343
468,31.8338
469,31.8334
470,31.8329
471,31.8324
472,31.8319
473,31.8315
474,31.831
475,31.8305
476,31.8301
477,31.8296
478,31.8291
479,31.8286
480,31.8282
481,31.8277
482,31.8272
483,31.8268
484,31.8263
485,31.8258
486,31.8254
487,31.8249
488,31.8244
489,31.824
490,31.8235
491,31.823
492,31.8226
493,31.8221
494,31.8216
495,31.8212
496,31.8207
497,31.8202
498,31.8198
499,31.8193
500,31.8189
501,33.3942
502,33.3937
503,33.3932
504,33.3928
505,33.3923
506,33.3918
507,33.3914
508,33.3909
509,33.3905
510,33.39
511,33.3895
512,33.3891
513,33.3886
514,33.3881
515,33.3877
516,33.3872
517,33.3868
518,33.3863
519,33.3858
520,33.3854
521,33.3849
522,33.3845
523,33.384
524,33.3835
525,33.3831
526,33.3826
527,33.3822
528,33.3817
529,33.3812
530,33.3808
531,33.3803
532,33.3799
533,33.3794
534,33.3789
535,33.3785
536,33.378
537,33.3776
538,33.3771
539,33.3766
540,33.3762
541,33.3757
542,33.3753
543,33.3748
544,33.3743
545,33.3739
546,33.3734
547,33.373
548,33.3725
549,33.372
550,33.3716
551,33.3711
552,33.3707
553,33.3702
554,33.3697
555,33.3693
556,33.3688
557,33.3684
558,33.3679
559,33.3674
560,33.367
561,33.3665
562,33.366
563,33.3656
564,33.3651
565,33.3647
566,33.3642
567,33.3637
568,33.3633
569,33.3628
570,33.3624
571,33.3619
572,33.3614
573,33.361
574,33.3605
575,33.36
576,33.3596
577,33.3591
578,33.3586
579,33.3582
580,33.3577
581,33.3572
582,33.3568
583,33.3563
584,33.3559
585,33.3554
586,33.3549
587,33.3545
588,33.354
589,33.3535
590,33.3531
591,33.3526
592,33.3521
593,33.3517
594,33.3512
595,33.3507
596,33.3503
597,33.3498
598,33.3493
599,33.3488
600,33.3484
601,33.6698
602,33.6693
603,33.6688
604,33.6683
605,33.6679
606,33.6674
607,33.6669
608,33.6665
609,33.666
610,33.6655
611,33.6651
612,33.6646
613,33.6641
614,33.6636
615,33.6632
616,33.6627
617,33.6622
618,33.6617
619,33.6613
620,33.6608
621,33.6603
622,33.6598
623,33.6594
624,33.6589
625,33.6584
626,33.6579
627,33.6575
628,33.657
629,33.6565
630,33.656
631,33.6556
632,33.6551
633,33.6546
634,33.6541
635,33.6537
636,33.6532
637,33.6527
638,33.6522
639,33.6517
640,33.6513
641,33.6508
642,33.6503
643,33.6498
644,33.6493
645,33.6489
646,33.6484
647,33.6479
648,33.6474
649,33.6469
650,33.6465
651,33.646
652,33.6455
653,33.645
654,33.6445
655,33.644
656,33.6436
657,33.6431
658,33.6426
659,33.6421
660,33.6416
661,33.6412
662,33.6407
663,33.6402
664,33.6397
665,33.6392
666,33.6387
667,33.6382
668,33.6378
669,33.6373
670,33.6368
671,33.6363
672,33.6358
673,33.6353
674,33.6348
675,33.6344
676,33.6339
677,33.6334
678,33.6329
679,33.6324
680,33.6319
681,33.6314
682,33.6309
683,33.6305
684,33.63
685,33.6295
686,33.629
687,33.6285
688,33.628
689,33.6275
690,33.627
691,33.6265
692,33.626
693,33.6256
694,33.6251
695,33.6246
696,33.6241
697,33.6236
698,33.6231
699,33.6226
700,33.6221
701,33.54
702,33.5395
703,33.539
704,33.5385
705,33.538
706,33.5375
707,33.537
708,33.5365
709,33.536
710,33.5355
711,33.535
712,33.5346
713,33.5341
714,33.5336
715,33.5331
716,33.5326
717,33.5321
718,33.5316
719,33.5311
720,33.5306
721,33.5301
722,33.5296
723,33.5291
724,33.5286
725,33.5281
726,33.5276
727,33.5271
728,33.5266
729,33.5261
730,33.5257
731,33.5252
732,33.5247
733,33.5242
734,33.5237
735,33.5232
736,33.5227
737,33.5222
738,33.5217
739,33.5212
740,33.5207
741,33.5202
742,33.5197
743,33.5192
744,33.5187
745,33.5182
746,33.5177
747,33.5172
748,33.5167
749,33.5162
750,33.5157
751,33.5152
752,33.5147
753,33.5142
754,33.5137
755,33.5132
756,33.5127
757,33.5122
758,33.5117
759,33.5112
760,33.5108
761,33.5103
762,33.5098
763,33.5093
764,33.5088
765,33.5083
766,33.5078
767,33.5073
768,33.5068
769,33.5063
770,33.5058
771,33.5053
772,33.5048
773,33.5043
774,33.5038
775,33.5033
776,33.5028
777,33.5023
778,33.5018
779,33.5013
780,33.5008
781,33.5003
782,33.4998
783,33.4993
784,33.4988
785,33.4983
786,33.4978
787,33.4973
788,33.4968
789,33.4963
790,33.4958
791,33.4953
792,33.4948
793,33.4943
794,33.4938
795,33.4933
796,33.4928
797,33.4923
798,33.4918
799,33.4913
800,33.4908
801,33.2614
802,33.2609
803,33.2604
804,33.2599
805,33.2594
806,33.2589
807,33.2584
808,33.2579
809,33.2574
810,33.2569
811,33.2564
812,33.2559
813,33.2554
814,33.2549
815,33.2544
816,33.2539
817,33.2534
818,33.2529
819,33.2524
820,33.2519
821,33.2514
822,33.2509
823,33.2504
824,33.2499
825,33.2495
826,33.249
827,33.2485
828,33.248
829,33.2475
830,33.247
831,33.2465
832,33.246
833,33.2455
834,33.245
835,33.2445
836,33.244
837,33.2435
838,33.243
839,33.2425
840,33.242
841,33.2415
842,33.241
843,33.2405
844,33.24
845,33.2396
846,33.2391
847,33.2386
848,33.2381
849,33.2376
850,33.2371
851,33.2366
852,33.2361
853,33.2356
854,33.2351
855,33.2346
856,33.2341
857,33.2336
858,33.2331
859,33.2326
860,33.2322
861,33.2317
862,33.2312
863,33.2307
864,33.2302
865,33.2297
866,33.2292
867,33.2287
868,33.2282
869,33.2277
870,33.2272
871,33.2268
872,33.2263
873,33.2258
874,33.2253
875,33.2248
876,33.2243
877,33.2238
878,33.2233
879,33.2228
880,33.2223
881,33.2219
882,33.2214
883,33.2209
884,33.2204
885,33.2199
886,33.2194
887,33.2189
888,33.2184
889,33.2179
890,33.2175
891,33.217
892,33.2165
893,33.216
894,33.2155
895,33.215
896,33.2145
897,33.214
898,33.2136
899,33.2131
900,33.2126
901,32.9858
902,32.9853
903,32.9848
904,32.9843
905,32.9838
906,32.9834
907,32.9829
908,32.9824
909,32.9819
910,32.9814
911,32.9809
912,32.9804
913,32.98
914,32.9795
915,32.979
916,32.9785
917,32.978
918,32.9775
919,32.9771
920,32.9766
921,32.9761
922,32.9756
923,32.9751
924,32.9747
925,32.9742
926,32.9737
927,32.9732
928,32.9727
929,32.9722
930,32.9718
931,32.9713
932,32.9708
933,32.9703
934,32.9698
935,32.9694
936,32.9689
937,32.9684
938,32.9679
939,32.9674
940,32.967
941,32.9665
942,32.966
943,32.9655
944,32.9651
945,32.9646
946,32.9641
947,32.9636
948,32.9631
949,32.9627
950,32.9622
951,32.9617
952,32.9612
953,32.9608
954,32.9603
955,32.9598
956,32.9593
957,32.9589
958,32.9584
959,32.9579
960,32.9574
961,32.957
962,32.9565
963,32.956
964,32.9555
965,32.9551
966,32.9546
967,32.9541
968,32.9536
969,32.9532
970,32.9527
971,32.9522
972,32.9517
973,32.9513
974,32.9508
975,32.9503
976,32.9499
977,32.9494
978,32.9489
979,32.9484
980,32.948
981,32.9475
982,32.947
983,32.9466
984,32.9461
985,32.9456
986,32.9451
987,32.9447
988,32.9442
989,32.9437
990,32.9433
991,32.9428
992,32.9423
993,32.9419
994,32.9414
995,32.9409
996,32.9404
997,32.94
998,32.9395
999,32.939
1000,32.9386
1001,32.7694
1002,32.7689
1003,32.7685
1004,32.768
1005,32.7675
1006,32.7671
1007,32.7666
1008,32.7661
1009,32.7657
1010,32.7652
1011,32.7647
1012,32.7643
1013,32.7638
1014,32.7633
1015,32.7629
1016,32.7624
1017,32.7619
1018,32.7615
1019,32.761
1020,32.7606
1021,32.7601
1022,32.7596
1023,32.7592
1024,32.7587
1025,32.7582
1026,32.7578
1027,32.7573
1028,32.7568
1029,32.7564
1030,32.7559
1031,32.7555
1032,32.755
1033,32.7545
1034,32.7541
1035,32.7536
1036,32.7532
1037,32.7527
1038,32.7522
1039,32.7518
1040,32.7513
1041,32.7509
1042,32.7504
1043,32.7499
1044,32.7495
1045,32.749
1046,32.7486
1047,32.7481
1048,32.7476
1049,32.7472
1050,32.7467
1051,32.7463
1052,32.7458
1053,32.7453
1054,32.7449
1055,32.7444
1056,32.744
1057,32.7435
1058,32.7431
1059,32.7426
1060,32.7421
1061,32.7417
1062,32.7412
1063,32.7408
1064,32.7403
1065,32.7399
1066,32.7394
1067,32.739
1068,32.7385
1069,32.738
1070,32.7376
1071,32.7371
1072,32.7367
1073,32.7362
1074,32.7358
1075,32.7353
1076,32.7349
1077,32.7344
1078,32.734
1079,32.7335
1080,32.7331
1081,32.7326
1082,32.7322
1083,32.7317
1084,32.7313
1085,32.7308
1086,32.7304
1087,32.7299
1088,32.7295
1089,32.729
1090,32.7286
1091,32.7281
1092,32.7277
1093,32.7272
1094,32.7268
1095,32.7263
1096,32.7259
1097,32.7254
1098,32.725
1099,32.7245
1100,32.7241
1101,32.6489
1102,32.6484
1103,32.648
1104,32.6475
1105,32.6471
1106,32.6466
1107,32.6462
1108,32.6457
1109,32.6453
1110,32.6448
1111,32.6444
1112,32.6439
1113,32.6435
1114,32.643
1115,32.6426
1116,32.6422
1117,32.6417
1118,32.6413
1119,32.6408
1120,32.6404
1121,32.6399
1122,32.6395
1123,32.639
1124,32.6386
1125,32.6382
1126,32.6377
1127,32.6373
1128,32.6368
1129,32.6364
1130,32.6359
1131,32.6355
1132,32.6351
1133,32.6346
1134,32.6342
1135,32.6337
1136,32.6333
1137,32.6329
1138,32.6324
1139,32.632
1140,32.6315
1141,32.6311
1142,32.6307
1143,32.6302
1144,32.6298
1145,32.6293
1146,32.6289
1147,32.6285
1148,32.628
1149,32.6276
1150,32.6271
1151,32.6267
1152,32.6263
1153,32.6258
1154,32.6254
1155,32.625
1156,32.6245
1157,32.6241
1158,32.6236
1159,32.6232
1160,32.6228
1161,32.6223
1162,32.6219
1163,32.6215
1164,32.621
1165,32.6206
1166,32.6202
1167,32.6197
1168,32.6193
1169,32.6189
1170,32.6184
1171,32.618
1172,32.6176
1173,32.6171
1174,32.6167
1175,32.6163
1176,32.6158
1177,32.6154
1178,32.615
1179,32.6145
1180,32.6141
1181,32.6137
1182,32.6132
1183,32.6128
1184,32.6124
1185,32.6119
1186,32.6115
1187,32.6111
1188,32.6106
1189,32.6102
1190,32.6098
1191,32.6093
1192,32.6089
1193,32.6085
1194,32.608
1195,32.6076
1196,32.6072
1197,32.6068
1198,32.6063
1199,32.6059
1200,32.6055
1201,32.5258
1202,32.5254
1203,32.525
1204,32.5245
1205,32.5241
1206,32.5237
1207,32.5232
1208,32.5228
1209,32.5224
1210,32.522
1211,32.5215
1212,32.5211
1213,32.5207
1214,32.5203
1215,32.5198
1216,32.5194
1217,32.519
1218,32.5185
1219,32.5181
1220,32.5177
1221,32.5173
1222,32.5168
1223,32.5164
1224,32.516
1225,32.5156
1226,32.5151
1227,32.5147
1228,32.5143
1229,32.5139
1230,32.5134
1231,32.513
1232,32.5126
1233,32.5122
1234,32.5117
1235,32.5113
1236,32.5109
1237,32.5105
1238,32.5101
1239,32.5096
1240,32.5092
1241,32.5088
1242,32.5084
1243,32.5079
1244,32.5075
1245,32.5071
1246,32.5067
1247,32.5063
1248,32.5058
1249,32.5054
1250,32.505
1251,32.5046
1252,32.5042
1253,32.5037
1254,32.5033
1255,32.5029
1256,32.5025
1257,32.502
1258,32.5016
1259,32.5012
1260,32.5008
1261,32.5004
1262,32.4999
1263,32.4995
1264,32.4991
1265,32.4987
1266,32.4983
1267,32.4979
1268,32.4974
1269,32.497
1270,32.4966
1271,32.4962
1272,32.4958
1273,32.4953
1274,32.4949
1275,32.4945
1276,32.4941
1277,32.4937
1278,32.4933
1279,32.4928
1280,32.4924
1281,32.492
1282,32.4916
1283,32.4912
1284,32.4908
1285,32.4903
1286,32.4899
1287,32.4895
1288,32.4891
1289,32.4887
1290,32.4883
1291,32.4879
1292,32.4874
1293,32.487
1294,32.4866
1295,32.4862
1296,32.4858
1297,32.4854
1298,32.485
1299,32.4845
1300,32.4841
1301,32.361
1302,32.3606
1303,32.3602
1304,32.3598
1305,32.3594
1306,32.3589
1307,32.3585
1308,32.3581
1309,32.3577
1310,32.3573
1311,32.3569
1312,32.3565
1313,32.3561
1314,32.3557
1315,32.3552
1316,32.3548
1317,32.3544
1318,32.354
1319,32.3536
1320,32.3532
1321,32.3528
1322,32.3524
1323,32.352
1324,32.3515
1325,32.3511
1326,32.3507
1327,32.3503
1328,32.3499
1329,32.3495
1330,32.3491
1331,32.3487
1332,32.3483
1333,32.3479
1334,32.3474
1335,32.347
1336,32.3466
1337,32.3462
1338,32.3458
1339,32.3454
1340,32.345
1341,32.3446
1342,32.3442
1343,32.3438
1344,32.3434
1345,32.343
1346,32.3425
1347,32.3421
1348,32.3417
1349,32.3413
1350,32.3409
1351,32.3405
1352,32.3401
1353,32.3397
1354,32.3393
1355,32.3389
1356,32.3385
1357,32.3381
1358,32.3376
1359,32.3372
1360,32.3368
1361,32.3364
1362,32.336
1363,32.3356
1364,32.3352
1365,32.3348
1366,32.3344
1367,32.334
1368,32.3336
1369,32.3332
1370,32.3328
1371,32.3324
1372,32.3319
1373,32.3315
1374,32.3311
1375,32.3307
1376,32.3303
1377,32.3299
1378,32.3295
1379,32.3291
1380,32.3287
1381,32.3283
1382,32.3279
1383,32.3275
1384,32.3271
1385,32.3267
1386,32.3263
1387,32.3259
1388,32.3254
1389,32.325
1390,32.3246
1391,32.3242
1392,32.3238
1393,32.3234
1394,32.323
1395,32.3226
1396,32.3222
1397,32.3218
1398,32.3214
1399,32.321
1400,32.3206
1401,32.2022
1402,32.2018
1403,32.2014
1404,32.201
1405,32.2006
1406,32.2002
1407,32.1998
1408,32.1994
1409,32.199
1410,32.1986
1411,32.1981
1412,32.1977
1413,32.1973
1414,32.1969
1415,32.1965
1416,32.1961
1417,32.1957
1418,32.1953
1419,32.1949
1420,32.1945
1421,32.1941
1422,32.1937
1423,32.1933
1424,32.1929
1425,32.1925
1426,32.1921
1427,32.1917
1428,32.1913
1429,32.1909
1430,32.1904
1431,32.19
1432,32.1896
1433,32.1892
1434,32.1888
1435,32.1884
1436,32.188
1437,32.1876
1438,32.1872
1439,32.1868
1440,32.1864
1441,32.186
1442,32.1856
1443,32.1852
1444,32.1848
1445,32.1844
1446,32.184
1447,32.1836
1448,32.1831
1449,32.1827
1450,32.1823
1451,32.1819
1452,32.1815
1453,32.1811
1454,32.1807
1455,32.1803
1456,32.1799
1457,32.1795
1458,32.1791
1459,32.1787
1460,32.1783
1461,32.1779
1462,32.1775
1463,32.1771
1464,32.1766
1465,32.1762
1466,32.1758
1467,32.1754
1468,32.175
1469,32.1746
1470,32.1742
1471,32.1738
1472,32.1734
1473,32.173
1474,32.1726
1475,32.1722
1476,32.1718
1477,32.1714
1478,32.171
1479,32.1706
1480,32.1701
1481,32.1697
1482,32.1693
1483,32.1689
1484,32.1685
1485,32.1681
1486,32.1677
1487,32.1673
1488,32.1669
1489,32.1665
1490,32.1661
1491,32.1657
1492,32.1653
1493,32.1648
1494,32.1644
1495,32.164
1496,32.1636
1497,32.1632
1498,32.1628
1499,32.1624
1500,32.162
1501,32.089
1502,32.0886
1503,32.0882
1504,32.0878
1505,32.0874
1506,32.087
1507,32.0866
1508,32.0862
1509,32.0858
1510,32.0854
1511,32.0849
1512,32.0845
1513,32.0841
1514,32.0837
1515,32.0833
1516,32.0829
1517,32.0825
1518,32.0821
1519,32.0817
1520,32.0813
1521,32.0808
1522,32.0804
1523,32.08
1524,32.0796
1525,32.0792
1526,32.0788
1527,32.0784
1528,32.078
1529,32.0776
1530,32.0772
1531,32.0767
1532,32.0763
1533,32.0759
1534,32.0755
1535,32.0751
1536,32.0747
1537,32.0743
1538,32.0739
1539,32.0735
1540,32.073
1541,32.0726
1542,32.0722
1543,32.0718
1544,32.0714
1545,32.071
1546,32.0706
1547,32.0702
1548,32.0698
1549,32.0693
1550,32.0689
1551,32.0685
1552,32.0681
1553,32.0677
1554,32.0673
1555,32.0669
1556,32.0664
1557,32.066
1558,32.0656
1559,32.0652
1560,32.0648
1561,32.0644
1562,32.064
1563,32.0636
1564,32.0631
1565,32.0627
1566,32.0623
1567,32.0619
1568,32.0615
1569,32.0611
1570,32.0607
1571,32.0602
1572,32.0598
1573,32.0594
1574,32.059
1575,32.0586
1576,32.0582
1577,32.0577
1578,32.0573
1579,32.0569
1580,32.0565
1581,32.0561
1582,32.0557
1583,32.0553
1584,32.0548
1585,32.0544
1586,32.054
1587,32.0536
1588,32.0532
1589,32.0528
1590,32.0523
1591,32.0519
1592,32.0515
1593,32.0511
1594,32.0507
1595,32.0503
1596,32.0498
1597,32.0494
1598,32.049
1599,32.0486
1600,32.0482
1601,31.957
1602,31.9566
1603,31.9561
1604,31.9557
1605,31.9553
1606,31.9549
1607,31.9545
1608,31.954
1609,31.9536
1610,31.9532
1611,31.9528
1612,31.9524
1613,31.9519
1614,31.9515
1615,31.9511
1616,31.9507
1617,31.9503
1618,31.9499
1619,31.9494
1620,31.949
1621,31.9486
1622,31.9482
1623,31.9478
1624,31.9473
1625,31.9469
1626,31.9465
1627,31.9461
1628,31.9456
1629,31.9452
1630,31.9448
1631,31.9444
1632,31.944
1633,31.9435
1634,31.9431
1635,31.9427
1636,31.9423
1637,31.9419
1638,31.9414
1639,31.941
1640,31.9406
1641,31.9402
1642,31.9398
1643,31.9393
1644,31.9389
1645,31.9385
1646,31.9381
1647,31.9376
1648,31.9372
1649,31.9368
1650,31.9364
1651,31.936
1652,31.9355
1653,31.9351
1654,31.9347
1655,31.9343
1656,31.9338
1657,31.9334
1658,31.933
1659,31.9326
1660,31.9322
1661,31.9317
1662,31.9313
1663,31.9309
1664,31.9305
1665,31.93
1666,31.9296
1667,31.9292
1668,31.9288
1669,31.9283
1670,31.9279
1671,31.9275
1672,31.9271
1673,31.9267
1674,31.9262
1675,31.9258
1676,31.9254
1677,31.925
1678,31.9245
1679,31.9241
1680,31.9237
1681,31.9233
1682,31.9228
1683,31.9224
1684,31.922
1685,31.9216
1686,31.9211
1687,31.9207
1688,31.9203
1689,31.9199
1690,31.9194
1691,31.919
1692,31.9186
1693,31.9182
1694,31.9177
1695,31.9173
1696,31.9169
1697,31.9165
1698,31.916
1699,31.9156
1700,31.9152
1701,31.8435
1702,31.8431
1703,31.8426
1704,31.8422
1705,31.8418
1706,31.8414
1707,31.8409
1708,31.8405
1709,31.8401
1710,31.8396
1711,31.8392
1712,31.8388
1713,31.8384
1714,31.8379
1715,31.8375
1716,31.8371
1717,31.8367
1718,31.8362
1719,31.8358
1720,31.8354
1721,31.835
1722,31.8345
1723,31.8341
1724,31.8337
1725,31.8333
1726,31.8328
1727,31.8324
1728,31.832
1729,31.8316
1730,31.8311
1731,31.8307
1732,31.8303
1733,31.8299
1734,31.8294
1735,31.829
1736,31.8286
1737,31.8281
1738,31.8277
1739,31.8273
1740,31.8269
1741,31.8264
1742,31.826
1743,31.8256
1744,31.8252
1745,31.8247
1746,31.8243
1747,31.8239
1748,31.8235
1749,31.823
1750,31.8226
1751,31.8222
1752,31.8218
1753,31.8213
1754,31.8209
1755,31.8205
1756,31.82
1757,31.8196
1758,31.8192
1759,31.8188
1760,31.8183
1761,31.8179
1762,31.8175
1763,31.8171
1764,31.8166
1765,31.8162
1766,31.8158
1767,31.8154
1768,31.8149
1769,31.8145
1770,31.8141
1771,31.8137
1772,31.8132
1773,31.8128
1774,31.8124
1775,31.8119
1776,31.8115
1777,31.8111
1778,31.8107
1779,31.8102
1780,31.8098
1781,31.8094
1782,31.809
1783,31.8085
1784,31.8081
1785,31.8077
1786,31.8073
1787,31.8068
1788,31.8064
1789,31.806
1790,31.8056
1791,31.8051
1792,31.8047
1793,31.8043
1794,31.8039
1795,31.8034
1796,31.803
1797,31.8026
1798,31.8022
1799,31.8017
1800,31.8013
1801,31.6867
1802,31.6863
1803,31.6859
1804,31.6855
1805,31.685
1806,31.6846
1807,31.6842
1808,31.6838
1809,31.6833
1810,31.6829
1811,31.6825
1812,31.6821
1813,31.6816
1814,31.6812
1815,31.6808
1816,31.6804
1817,31.6799
1818,31.6795
1819,31.6791
1820,31.6787
1821,31.6783
1822,31.6778
1823,31.6774
1824,31.677
1825,31.6766
1826,31.6761
1827,31.6757
1828,31.6753
1829,31.6749
1830,31.6744
1831,31.674
1832,31.6736
1833,31.6732
1834,31.6727
1835,31.6723
1836,31.6719
1837,31.6715
1838,31.6711
1839,31.6706
1840,31.6702
1841,31.6698
1842,31.6694
1843,31.6689
1844,31.6685
1845,31.6681
1846,31.6677
1847,31.6673
1848,31.6668
1849,31.6664
1850,31.666
1851,31.6656
1852,31.6651
1853,31.6647
1854,31.6643
1855,31.6639
1856,31.6635
1857,31.663
1858,31.6626
1859,31.6622
1860,31.6618
1861,31.6614
1862,31.6609
1863,31.6605
1864,31.6601
1865,31.6597
1866,31.6593
1867,31.6588
1868,31.6584
1869,31.658
1870,31.6576
1871,31.6572
1872,31.6567
1873,31.6563
1874,31.6559
1875,31.6555
1876,31.6551
1877,31.6546
1878,31.6542
1879,31.6538
1880,31.6534
1881,31.653
1882,31.6526
1883,31.6521
1884,31.6517
1885,31.6513
1886,31.6509
1887,31.6505
1888,31.65
1889,31.6496
1890,31.6492
1891,31.6488
1892,31.6484
1893,31.648
1894,31.6475
