Iteration, Maximum_Velocity
296,2.22247
297,2.22973
298,2.23699
299,2.24425
300,2.2515
301,2.25875
302,2.266
303,2.27325
304,2.28049
305,2.28773
306,2.29497
307,2.3022
308,2.30943
309,2.31666
310,2.32389
311,2.33111
312,2.33833
313,2.34555
314,2.35276
315,2.35997
316,2.36718
317,2.37439
318,2.38159
319,2.38879
320,2.39598
321,2.40318
322,2.41037
323,2.41756
324,2.42474
325,2.43192
326,2.4391
327,2.44628
328,2.45345
329,2.46062
330,2.46778
331,2.47495
332,2.48211
333,2.48926
334,2.49642
335,2.50357
336,2.51071
337,2.51786
338,2.525
339,2.53214
340,2.53927
341,2.5464
342,2.55353
343,2.56066
344,2.56778
345,2.5749
346,2.58201
347,2.58913
348,2.59623
349,2.60334
350,2.61044
351,2.61754
352,2.62464
353,2.63173
354,2.63882
355,2.6459
356,2.65299
357,2.66006
358,2.66714
359,2.67421
360,2.68128
361,2.68835
362,2.69541
363,2.70247
364,2.70952
365,2.71657
366,2.72362
367,2.73067
368,2.73771
369,2.74475
370,2.75178
371,2.75881
372,2.76584
373,2.77286
374,2.77988
375,2.7869
376,2.79391
377,2.80092
378,2.80793
379,2.81493
380,2.82193
381,2.82893
382,2.83592
383,2.84291
384,2.84989
385,2.85687
386,2.86385
387,2.87082
388,2.87779
389,2.88476
390,2.89172
391,2.89868
392,2.90564
393,2.91259
394,2.91954
395,2.92648
396,2.93342
397,2.94036
398,2.94729
399,2.95422
400,2.96115
401,2.96807
402,2.97499
403,2.9819
404,2.98881
405,2.99572
406,3.00262
407,3.00952
408,3.01642
409,3.02331
410,3.0302
411,3.03708
412,3.04396
413,3.05084
414,3.05771
415,3.06458
416,3.07144
417,3.0783
418,3.08516
419,3.09201
420,3.09886
421,3.10571
422,3.11255
423,3.11938
424,3.12622
425,3.13305
426,3.13987
427,3.14669
428,3.15351
429,3.16032
430,3.16713
431,3.17394
432,3.18074
433,3.18754
434,3.19433
435,3.20112
436,3.20791
437,3.21469
438,3.22147
439,3.22824
440,3.23501
441,3.24178
442,3.24854
443,3.25529
444,3.26205
445,3.2688
446,3.27554
447,3.28228
448,3.28902
449,3.29575
450,3.30248
451,3.30921
452,3.31593
453,3.32265
454,3.32936
455,3.33607
456,3.34277
457,3.34947
458,3.35617
459,3.36286
460,3.36955
461,3.37623
462,3.38291
463,3.38959
464,3.39626
465,3.40293
466,3.40959
467,3.41625
468,3.4229
469,3.42955
470,3.4362
471,3.44284
472,3.44948
473,3.45612
474,3.46275
475,3.46937
476,3.47599
477,3.48261
478,3.48922
479,3.49583
480,3.50244
481,3.50904
482,3.51563
483,3.52223
484,3.52882
485,3.5354
486,3.54198
487,3.54856
488,3.55513
489,3.56169
490,3.56826
491,3.57482
492,3.58137
493,3.58792
494,3.59447
495,3.60101
496,3.60755
497,3.61408
498,3.62061
499,3.62714
500,3.63366
501,3.64018
502,3.64669
503,3.6532
504,3.6597
505,3.6662
506,3.6727
507,3.67919
508,3.68568
509,3.69216
510,3.69864
511,3.70512
512,3.71159
513,3.71806
514,3.72452
515,3.73098
516,3.73744
517,3.74389
518,3.75033
519,3.75678
520,3.76321
521,3.76965
522,3.77608
523,3.7825
524,3.78893
525,3.79534
526,3.80176
527,3.80817
528,3.81457
529,3.82097
530,3.82737
531,3.83376
532,3.84015
533,3.84654
534,3.85292
535,3.85929
536,3.86567
537,3.87204
538,3.8784
539,3.88476
540,3.89112
541,3.89747
542,3.90382
543,3.91016
544,3.9165
545,3.92284
546,3.92917
547,3.9355
548,3.94183
549,3.94815
550,3.95446
551,3.96078
552,3.96709
553,3.97339
554,3.97969
555,3.98599
556,3.99228
557,3.99857
558,4.00486
559,4.01114
560,4.01742
561,4.02369
562,4.02996
563,4.03623
564,4.04249
565,4.04875
566,4.055
567,4.06125
568,4.0675
569,4.07374
570,4.07998
571,4.08622
572,4.09269
573,4.09916
574,4.10563
575,4.11209
576,4.11855
577,4.12501
578,4.13146
579,4.13791
580,4.14436
581,4.15081
582,4.15725
583,4.16369
584,4.17013
585,4.17656
586,4.18299
587,4.18942
588,4.19585
589,4.20228
590,4.2087
591,4.21512
592,4.22153
593,4.22794
594,4.23436
595,4.24076
596,4.24717
597,4.25357
598,4.25997
599,4.26637
600,4.27276
601,4.27916
602,4.28555
603,4.29193
604,4.29832
605,4.3047
606,4.31108
607,4.31745
608,4.32383
609,4.3302
610,4.33657
611,4.34294
612,4.3493
613,4.35566
614,4.36202
615,4.36838
616,4.37473
617,4.38109
618,4.38744
619,4.39378
620,4.40013
621,4.40647
622,4.41281
623,4.41915
624,4.42549
625,4.43182
626,4.43815
627,4.44448
628,4.45081
629,4.45713
630,4.46345
631,4.46977
632,4.47609
633,4.4824
634,4.48872
635,4.49503
636,4.50134
637,4.50764
638,4.51395
639,4.52025
640,4.52655
641,4.53285
642,4.53915
643,4.54544
644,4.55173
645,4.55802
646,4.56431
647,4.5706
648,4.57688
649,4.58316
650,4.58945
651,4.59572
652,4.602
653,4.60828
654,4.61455
655,4.62082
656,4.62709
657,4.63336
658,4.63962
659,4.64588
660,4.65215
661,4.65841
662,4.66467
663,4.67092
664,4.67718
665,4.68343
666,4.68968
667,4.69593
668,4.70218
669,4.70843
670,4.71467
671,4.72092
672,4.72716
673,4.7334
674,4.73964
675,4.74588
676,4.75211
677,4.75835
678,4.76458
679,4.77081
680,4.77704
681,4.78327
682,4.7895
683,4.79573
684,4.80195
685,4.80818
686,4.8144
687,4.82062
688,4.82684
689,4.83306
690,4.83928
691,4.84549
692,4.85171
693,4.85792
694,4.86414
695,4.87035
696,4.87656
697,4.88277
698,4.88898
699,4.89519
700,4.90139
701,4.9076
702,4.9138
703,4.92001
704,4.92621
705,4.93241
706,4.93861
707,4.94482
708,4.95101
709,4.95721
710,4.96341
711,4.96961
712,4.97592
713,4.9829
714,4.98988
715,4.99686
716,5.00384
717,5.01082
718,5.0178
719,5.02477
720,5.03175
721,5.03873
722,5.0457
723,5.05268
724,5.05965
725,5.06663
726,5.0736
727,5.08058
728,5.08755
729,5.09452
730,5.1015
731,5.10847
732,5.11544
733,5.12241
734,5.12938
735,5.13636
736,5.14333
737,5.1503
738,5.15727
739,5.16424
740,5.1712
741,5.17817
742,5.18514
743,5.19211
744,5.19908
745,5.20604
746,5.21301
747,5.21998
748,5.22694
749,5.23391
750,5.24087
751,5.24784
752,5.2548
753,5.26177
754,5.26873
755,5.27569
756,5.28266
757,5.28962
758,5.29658
759,5.30354
760,5.3105
761,5.31747
762,5.32443
763,5.33139
764,5.33835
765,5.34531
766,5.35226
767,5.35922
768,5.36618
769,5.37314
770,5.3801
771,5.38705
772,5.39401
773,5.40097
774,5.40792
775,5.41488
776,5.42184
777,5.42879
778,5.43575
779,5.4427
780,5.44966
781,5.45661
782,5.46356
783,5.47052
784,5.47747
785,5.48442
786,5.49137
787,5.49833
788,5.50528
789,5.51223
790,5.51918
791,5.52613
792,5.53308
793,5.54003
794,5.54698
795,5.55393
796,5.56088
797,5.56783
798,5.57478
799,5.58172
800,5.58867
801,5.59562
802,5.60257
803,5.60952
804,5.61646
805,5.62341
806,5.63036
807,5.6373
808,5.64425
809,5.65119
810,5.65814
811,5.66508
812,5.67203
813,5.67897
814,5.68592
815,5.69286
816,5.69981
817,5.70675
818,5.7137
819,5.72064
820,5.72758
821,5.73453
822,5.74147
823,5.74841
824,5.75535
825,5.7623
826,5.76924
827,5.77618
828,5.78312
829,5.79007
830,5.79701
831,5.80395
832,5.8109
833,5.81786
834,5.82481
835,5.83176
836,5.83871
837,5.84566
838,5.85261
839,5.85956
840,5.86651
841,5.87346
842,5.88041
843,5.88736
844,5.89431
845,5.90126
846,5.90821
847,5.91516
848,5.92211
849,5.92906
850,5.93601
851,5.94296
852,5.94991
853,5.95686
854,5.96381
855,5.97076
856,5.97771
857,5.98466
858,5.99161
859,5.99856
860,6.00551
861,6.01246
862,6.01941
863,6.02636
864,6.03332
865,6.04027
866,6.04722
867,6.05417
868,6.06112
869,6.06807
870,6.07502
871,6.08198
872,6.08893
873,6.09588
874,6.10283
875,6.10979
876,6.11674
877,6.12369
878,6.13065
879,6.1376
880,6.14455
881,6.15151
882,6.15846
883,6.16542
884,6.17237
885,6.17933
886,6.18628
887,6.19324
888,6.2002
889,6.20715
890,6.21411
891,6.22107
892,6.22803
893,6.23499
894,6.24194
895,6.2489
896,6.25586
897,6.26282
898,6.26978
899,6.27675
900,6.28371
901,6.29067
902,6.29763
903,6.3046
904,6.31156
905,6.31852
906,6.32549
907,6.33246
908,6.33942
909,6.34639
910,6.35336
911,6.36032
912,6.36729
913,6.37426
914,6.38123
915,6.3882
916,6.39517
917,6.40215
918,6.40912
919,6.41609
920,6.42307
921,6.43004
922,6.43702
923,6.44399
924,6.45097
925,6.45795
926,6.46493
927,6.47191
928,6.47889
929,6.48587
930,6.49285
931,6.49984
932,6.50682
933,6.51381
934,6.52079
935,6.52778
936,6.53477
937,6.54176
938,6.54875
939,6.55574
940,6.56273
941,6.56973
942,6.57672
943,6.58372
944,6.59072
945,6.59771
946,6.60471
947,6.61171
948,6.61871
949,6.62572
950,6.63272
951,6.63973
952,6.64673
953,6.65374
954,6.66075
955,6.66776
956,6.67477
957,6.68178
958,6.6888
959,6.69581
960,6.70283
961,6.70985
962,6.71687
963,6.72389
964,6.73091
965,6.73794
966,6.74496
967,6.75199
968,6.75902
969,6.76605
970,6.77308
971,6.78011
972,6.78715
973,6.79419
974,6.80122
975,6.80826
976,6.81531
977,6.82235
978,6.82939
979,6.83644
980,6.84349
981,6.85054
982,6.85759
983,6.86465
984,6.8717
985,6.87876
986,6.88582
987,6.89288
988,6.89994
989,6.90701
990,6.91407
991,6.92114
992,6.92821
993,6.93529
994,6.94236
995,6.94944
996,6.95652
997,6.9636
998,6.97068
999,6.97777
1000,6.98485
1001,6.99194
1002,6.99904
1003,7.00613
1004,7.01323
1005,7.02032
1006,7.02743
1007,7.03453
1008,7.04163
1009,7.04874
1010,7.05585
1011,7.06296
1012,7.07008
1013,7.07719
1014,7.08431
1015,7.09144
1016,7.09856
1017,7.10569
1018,7.11282
1019,7.11995
1020,7.12708
1021,7.13422
1022,7.14136
1023,7.1485
1024,7.15564
1025,7.16279
1026,7.16994
1027,7.17709
1028,7.18425
1029,7.19141
1030,7.19857
1031,7.20573
1032,7.2129
1033,7.22007
1034,7.22724
1035,7.23441
1036,7.24159
1037,7.24877
1038,7.25595
1039,7.26314
1040,7.27033
1041,7.27752
1042,7.28472
1043,7.29192
1044,7.29912
1045,7.30632
1046,7.31353
1047,7.32074
1048,7.32796
1049,7.33519
1050,7.34242
1051,7.34965
1052,7.35689
1053,7.36413
1054,7.37138
1055,7.37862
1056,7.38587
1057,7.39313
1058,7.40039
1059,7.40765
1060,7.41491
1061,7.42218
1062,7.42945
1063,7.43672
1064,7.444
1065,7.45128
1066,7.45857
1067,7.46586
1068,7.47315
1069,7.48044
1070,7.48774
1071,7.49505
1072,7.50235
1073,7.50966
1074,7.51698
1075,7.52429
1076,7.53162
1077,7.53894
1078,7.54627
1079,7.5536
1080,7.56094
1081,7.56828
1082,7.57562
1083,7.58297
1084,7.59032
1085,7.59768
1086,7.60504
1087,7.6124
1088,7.61977
1089,7.62714
1090,7.63451
1091,7.64189
1092,7.64928
1093,7.65666
1094,7.66406
1095,7.67145
1096,7.67885
1097,7.68626
1098,7.69366
1099,7.70108
1100,7.70849
1101,7.71591
1102,7.72334
1103,7.73077
1104,7.7382
1105,7.74564
1106,7.75308
1107,7.76053
1108,7.76798
1109,7.77543
1110,7.78289
1111,7.79036
1112,7.79782
1113,7.8053
1114,7.81277
1115,7.82025
1116,7.82774
1117,7.83523
1118,7.84273
1119,7.85023
1120,7.85773
1121,7.86524
1122,7.87275
1123,7.88027
1124,7.88779
1125,7.89532
1126,7.90285
1127,7.91039
1128,7.91793
1129,7.92547
1130,7.93303
1131,7.94058
1132,7.94814
1133,7.95571
1134,7.96328
1135,7.97085
1136,7.97843
1137,7.98601
1138,7.9936
1139,8.0012
1140,8.00879
1141,8.0164
1142,8.02401
1143,8.03162
1144,8.03924
1145,8.04686
1146,8.05449
1147,8.06212
1148,8.06976
1149,8.0774
1150,8.08505
1151,8.09271
1152,8.10036
1153,8.10803
1154,8.1157
1155,8.12337
1156,8.13105
1157,8.13873
1158,8.14642
1159,8.15411
1160,8.16202
1161,8.17032
1162,8.17863
1163,8.18693
1164,8.19525
1165,8.20356
1166,8.21188
1167,8.2202
1168,8.22853
1169,8.23686
1170,8.24519
1171,8.25352
1172,8.26186
1173,8.2702
1174,8.27855
1175,8.2869
1176,8.29525
1177,8.30361
1178,8.31196
1179,8.32032
1180,8.32869
1181,8.33707
1182,8.34545
1183,8.35383
1184,8.36222
1185,8.37061
1186,8.379
1187,8.38739
1188,8.39579
1189,8.40419
1190,8.41259
1191,8.42099
1192,8.4294
1193,8.4378
1194,8.44621
1195,8.45462
1196,8.46304
1197,8.47145
1198,8.47987
1199,8.48829
1200,8.49671
1201,8.50513
1202,8.51355
1203,8.52198
1204,8.5304
1205,8.53883
1206,8.54725
1207,8.55568
1208,8.56411
1209,8.57254
1210,8.58097
1211,8.5894
1212,8.59784
1213,8.60627
1214,8.6147
1215,8.62313
1216,8.63157
1217,8.64
1218,8.64843
1219,8.65686
1220,8.66529
1221,8.67372
1222,8.68215
1223,8.69058
1224,8.69901
1225,8.70744
1226,8.71587
1227,8.72429
1228,8.73271
1229,8.74114
1230,8.74956
1231,8.75797
1232,8.76639
1233,8.7748
1234,8.78321
1235,8.79162
1236,8.80003
1237,8.80843
1238,8.81683
1239,8.82523
1240,8.83362
1241,8.84201
1242,8.85039
1243,8.85877
1244,8.86715
1245,8.87552
1246,8.88389
1247,8.89225
1248,8.90061
1249,8.90896
1250,8.91731
1251,8.92565
1252,8.93398
1253,8.94231
1254,8.95063
1255,8.95895
1256,8.96726
1257,8.97556
1258,8.98385
1259,8.99213
1260,9.00041
1261,9.00868
1262,9.01694
1263,9.02519
1264,9.03343
1265,9.04166
1266,9.04988
1267,9.05809
1268,9.06629
1269,9.07448
1270,9.08266
1271,9.09082
1272,9.09898
1273,9.10712
1274,9.11525
1275,9.12336
1276,9.13146
1277,9.13955
1278,9.14762
1279,9.15568
1280,9.16372
1281,9.17175
1282,9.17976
1283,9.18775
1284,9.19573
1285,9.20369
1286,9.21163
1287,9.21955
1288,9.22745
1289,9.23533
1290,9.2432
1291,9.25104
1292,9.25886
1293,9.26666
1294,9.27443
1295,9.28218
1296,9.28991
1297,9.29762
1298,9.3053
1299,9.31295
1300,9.32058
1301,9.32818
1302,9.33576
1303,9.3433
1304,9.35082
1305,9.35831
1306,9.36576
1307,9.37319
1308,9.38058
1309,9.38794
1310,9.39527
1311,9.40256
1312,9.40982
1313,9.41704
1314,9.42423
1315,9.43137
1316,9.43848
1317,9.44555
1318,9.45258
1319,9.45957
1320,9.46651
1321,9.47341
1322,9.48027
1323,9.48708
1324,9.49385
1325,9.50057
1326,9.50798
1327,9.51635
1328,9.52472
1329,9.53309
1330,9.54146
1331,9.54983
1332,9.55819
1333,9.56655
1334,9.57491
1335,9.58327
1336,9.59162
1337,9.59997
1338,9.60832
1339,9.61666
1340,9.62501
1341,9.63334
1342,9.64168
1343,9.65001
1344,9.65833
1345,9.66665
1346,9.67497
1347,9.68328
1348,9.69158
1349,9.69988
1350,9.70817
1351,9.71646
1352,9.72474
1353,9.73302
1354,9.74128
1355,9.74955
1356,9.7578
1357,9.76604
1358,9.77428
1359,9.78251
1360,9.79073
1361,9.79895
1362,9.80715
1363,9.81534
1364,9.82353
1365,9.8317
1366,9.83986
1367,9.84802
1368,9.85616
1369,9.86429
1370,9.87241
1371,9.88051
1372,9.88861
1373,9.89669
1374,9.90475
1375,9.91281
1376,9.92085
1377,9.92887
1378,9.93688
1379,9.94488
1380,9.95286
1381,9.96082
1382,9.96877
1383,9.9767
1384,9.98461
1385,9.9925
1386,10.0004
1387,10.0082
1388,10.0161
1389,10.0239
1390,10.0317
1391,10.0395
1392,10.0472
1393,10.055
1394,10.0627
1395,10.0704
1396,10.078
1397,10.0857
1398,10.0933
1399,10.1009
1400,10.1084
1401,10.116
1402,10.1235
1403,10.131
1404,10.1384
1405,10.1458
1406,10.1532
1407,10.1606
1408,10.1679
1409,10.1752
1410,10.1825
1411,10.1898
1412,10.197
1413,10.2041
1414,10.2113
1415,10.2184
1416,10.2254
1417,10.2325
1418,10.2394
1419,10.2464
1420,10.2533
1421,10.2602
1422,10.267
1423,10.2738
1424,10.2805
1425,10.2872
1426,10.2939
1427,10.3005
1428,10.307
1429,10.3136
1430,10.32
1431,10.3264
1432,10.3328
1433,10.3391
1434,10.3454
1435,10.3516
1436,10.3578
1437,10.3639
1438,10.3699
1439,10.3759
1440,10.3819
1441,10.3878
1442,10.3936
1443,10.3993
1444,10.405
1445,10.4107
1446,10.4163
1447,10.4218
1448,10.4272
1449,10.4326
1450,10.4379
1451,10.4431
1452,10.4483
1453,10.4534
1454,10.4585
1455,10.4634
1456,10.4683
1457,10.4731
1458,10.4779
1459,10.4825
1460,10.4871
1461,10.4916
1462,10.4961
1463,10.5004
1464,10.5047
1465,10.5089
1466,10.5129
1467,10.517
1468,10.5209
1469,10.5247
1470,10.5285
1471,10.5321
1472,10.5394
1473,10.5478
1474,10.5563
1475,10.5738
1476,10.6102
1477,10.6447
1478,10.6772
1479,10.7076
1480,10.7356
1481,10.7612
1482,10.784
1483,10.8039
1484,10.8205
1485,10.8336
1486,10.8429
1487,10.8478
1488,10.8481
1489,10.843
1490,10.8322
1491,10.8148
1492,10.7902
1493,10.7574
1494,10.7189
1495,10.7267
1496,10.7345
1497,10.7437
1498,10.753
1499,10.7624
1500,10.7717
1501,10.781
1502,10.7903
1503,10.7995
1504,10.8088
1505,10.8181
1506,10.8273
1507,10.8365
1508,10.8457
1509,10.8549
1510,10.8641
1511,10.8733
1512,10.8824
1513,10.8915
1514,10.9006
1515,10.9097
1516,10.9187
1517,10.9278
1518,10.9368
1519,10.9458
1520,10.9547
1521,10.9637
1522,10.9726
1523,10.9815
1524,10.9903
1525,10.9991
1526,11.0079
1527,11.0167
1528,11.0254
1529,11.0341
1530,11.0428
1531,11.0514
1532,11.06
1533,11.0685
1534,11.077
1535,11.0855
1536,11.0939
1537,11.1023
1538,11.1106
1539,11.1189
1540,11.1271
1541,11.1353
1542,11.1434
1543,11.1515
1544,11.1596
1545,11.1675
1546,11.1755
1547,11.1833
1548,11.1911
1549,11.1989
1550,11.2066
1551,11.2142
1552,11.2218
1553,11.2293
1554,11.2367
1555,11.2441
1556,11.2514
1557,11.2586
1558,11.2657
1559,11.2728
1560,11.2798
1561,11.2867
1562,11.2935
1563,11.3003
1564,11.3069
1565,11.3135
1566,11.32
1567,11.3289
1568,11.397
1569,11.4605
1570,11.5193
1571,11.573
1572,11.6215
1573,11.6643
1574,11.7013
1575,11.7322
1576,11.7565
1577,11.7739
1578,11.7842
1579,11.7868
1580,11.7813
1581,11.7674
1582,11.7444
1583,11.7119
1584,11.6692
1585,11.6159
1586,11.5551
1587,11.5392
1588,11.514
1589,11.4789
1590,11.4737
1591,11.4797
1592,11.6543
1593,11.9541
1594,12.2121
1595,12.4296
1596,12.6085
1597,12.7505
1598,12.8577
1599,12.932
1600,12.9753
1601,12.9894
1602,12.976
1603,12.9365
1604,12.8725
1605,12.7854
1606,12.6762
1607,12.5463
1608,12.3968
1609,12.2288
1610,12.0435
1611,11.8418
1612,11.6719
1613,11.7068
1614,11.7213
1615,11.712
1616,11.675
1617,11.6057
1618,11.5966
1619,11.5989
1620,11.601
1621,11.6029
1622,11.6047
1623,11.6063
1624,11.6077
1625,11.6089
1626,11.6099
1627,11.6107
1628,11.6114
1629,11.6133
1630,11.6195
1631,11.6256
1632,11.6317
1633,11.6378
1634,11.6438
1635,11.6504
1636,11.7081
1637,11.7505
1638,11.7776
1639,11.7895
1640,11.7865
1641,11.7686
1642,11.7359
1643,11.6957
1644,11.7012
1645,11.7067
1646,11.7121
1647,11.7554
1648,11.8753
1649,11.9548
1650,11.9986
1651,12.0107
1652,11.9942
1653,11.9511
1654,11.9326
1655,11.9832
1656,12.0277
1657,12.0659
1658,12.0976
1659,12.1226
1660,12.1408
1661,12.1519
1662,12.1559
1663,12.1525
1664,12.1416
1665,12.2054
1666,12.2716
1667,12.3304
1668,12.3815
1669,12.4247
1670,12.4598
1671,12.4864
1672,12.5044
1673,12.5134
1674,12.513
1675,12.503
1676,12.4828
1677,12.4521
1678,12.4105
1679,12.3574
1680,12.2925
1681,12.2152
1682,12.154
1683,12.1687
1684,12.181
1685,12.2472
1686,12.307
1687,12.359
1688,12.4027
1689,12.4376
1690,12.4628
1691,12.4774
1692,12.4799
1693,12.4687
1694,12.4416
1695,12.3958
1696,12.328
1697,12.2341
1698,12.1088
1699,12.0655
1700,12.0758
1701,12.0859
1702,12.0958
1703,12.1056
1704,12.1151
1705,12.1245
1706,12.1337
1707,12.1428
1708,12.1517
1709,12.1604
1710,12.169
1711,12.1775
1712,12.1858
1713,12.194
1714,12.202
1715,12.2099
1716,12.2178
1717,12.2255
1718,12.233
1719,12.3125
1720,12.4164
1721,12.5446
1722,12.6638
1723,12.7629
1724,12.843
1725,12.9054
1726,12.979
1727,13.0603
1728,13.1374
1729,13.21
1730,13.2775
1731,13.3396
1732,13.3959
1733,13.4458
1734,13.4886
1735,13.5237
1736,13.5504
1737,13.5678
1738,13.575
1739,13.571
1740,13.5547
1741,13.5251
1742,13.4808
1743,13.4205
1744,13.3429
1745,13.2466
1746,13.1299
1747,12.9915
1748,12.8297
1749,12.6433
1750,12.4396
1751,12.4455
1752,12.4513
1753,12.4571
1754,12.4629
1755,12.4687
1756,12.4745
1757,12.4803
1758,12.4861
1759,12.4918
1760,12.4976
1761,12.5033
1762,12.5091
1763,12.5148
1764,12.5205
1765,12.5262
1766,12.532
1767,12.5377
1768,12.5434
1769,12.5491
1770,12.5548
1771,12.5606
1772,12.5663
1773,12.5745
1774,12.5882
1775,12.6114
1776,12.6438
1777,12.6519
1778,12.6406
1779,12.653
1780,12.6651
1781,12.677
1782,12.6886
1783,12.6999
1784,12.711
1785,12.7245
1786,12.7323
1787,12.7425
1788,12.7525
1789,12.7622
1790,12.8942
1791,13.0407
1792,13.1784
1793,13.3082
1794,13.4312
1795,13.5483
1796,13.6601
1797,13.7673
1798,13.8702
1799,13.9693
1800,14.0649
1801,14.1569
1802,14.2456
1803,14.3308
1804,14.4126
1805,14.4907
1806,14.5652
1807,14.6356
1808,14.702
1809,14.7641
1810,14.8217
1811,14.8746
1812,14.9225
1813,14.9655
1814,15.0033
1815,15.0359
1816,15.0633
1817,15.0856
1818,15.1029
1819,15.1151
1820,15.1226
1821,15.1253
1822,15.1235
1823,15.1173
1824,15.107
1825,15.0927
1826,15.0743
1827,15.0521
1828,15.026
1829,14.9957
1830,14.961
1831,14.9215
1832,14.8763
1833,14.8247
1834,14.7653
1835,14.6965
1836,14.6163
1837,14.522
1838,14.4107
1839,14.2785
1840,14.1212
1841,13.9339
1842,13.8395
1843,13.8611
1844,13.8791
1845,13.894
1846,13.906
1847,13.9153
1848,13.9219
1849,13.9258
1850,13.9267
1851,13.9244
1852,13.9185
1853,13.9083
1854,13.8933
1855,13.8727
1856,13.8456
1857,13.8111
1858,13.7683
1859,13.716
1860,13.6531
1861,13.5786
1862,13.4913
1863,13.3901
1864,13.2739
1865,13.2766
1866,13.2859
1867,13.2951
1868,13.3043
1869,13.3135
1870,13.3226
1871,13.3316
1872,13.3406
1873,13.3496
1874,13.3585
1875,13.3673
1876,13.3762
1877,13.385
