Iteration, Estimate
240,25.5987
241,25.7513
242,25.8282
243,25.9195
244,26.0272
245,26.1534
246,26.134
247,25.9353
248,25.7667
249,25.6276
250,25.5177
251,25.5113
252,25.4594
253,25.4371
254,25.4448
255,25.4828
256,25.5515
257,25.6511
258,25.7814
259,25.9413
260,26.1292
261,26.4173
262,26.3752
263,26.3108
264,26.2509
265,26.1955
266,26.1451
267,26.0995
268,26.0588
269,26.023
270,25.9918
271,26.0223
272,26.0002
273,25.9823
274,25.9686
275,25.9586
276,25.9523
277,25.9492
278,25.9493
279,25.9522
280,25.9577
281,26.0064
282,26.0165
283,26.0284
284,26.0419
285,26.0569
286,26.0733
287,26.0909
288,26.1095
289,26.129
290,26.1492
291,26.1962
292,26.2176
293,26.2106
294,26.1997
295,26.193
296,26.1897
297,26.1892
298,26.1911
299,26.1948
300,26.2
301,26.2336
302,26.2408
303,26.2485
304,26.2566
305,26.2649
306,26.2732
307,26.2814
308,26.2893
309,26.2967
310,26.3039
311,26.3386
312,26.3449
313,26.3509
314,26.3564
315,26.3472
316,26.3388
317,26.318
318,26.2997
319,26.2866
320,26.2784
321,26.2984
322,26.2998
323,26.306
324,26.3171
325,26.3332
326,26.3544
327,26.3787
328,26.3837
329,26.3886
330,26.3933
331,26.4122
332,26.4164
333,26.4202
334,26.3817
335,25.7712
336,25.2482
337,24.8022
338,24.4233
339,24.1028
340,23.8329
341,23.6256
342,23.4366
343,23.2798
344,23.1505
345,23.0447
346,22.9589
347,22.8901
348,22.8356
349,22.7933
350,22.7612
351,22.7605
352,22.7444
353,22.7345
354,22.7299
355,22.7298
356,22.7337
357,22.7411
358,22.7518
359,22.7656
360,22.7825
361,22.8288
362,22.853
363,22.8816
364,22.9151
365,22.9547
366,23.0015
367,23.057
368,23.1232
369,23.2023
370,23.297
371,23.4212
372,23.5576
373,23.721
374,23.9168
375,24.1509
376,24.43
377,24.7617
378,25.1542
379,25.6158
380,26.1548
381,26.4424
382,26.4531
383,26.4118
384,26.3331
385,26.2635
386,26.2024
387,26.1491
388,26.1034
389,26.0645
390,26.0322
391,26.0169
392,25.9966
393,25.9819
394,25.9725
395,25.9161
396,25.8352
397,25.7659
398,25.7069
399,25.6573
400,25.6164
401,25.6028
402,25.5771
403,25.5581
404,25.5454
405,25.5384
406,25.5368
407,25.5402
408,25.5485
409,25.5613
410,25.5786
411,25.6196
412,25.6454
413,25.6754
414,25.7095
415,25.7477
416,25.7899
417,25.8361
418,25.8863
419,25.9403
420,25.9982
421,26.0698
422,26.1353
423,26.2043
424,26.2766
425,26.3517
426,26.4296
427,26.5095
428,26.5912
429,26.6739
430,26.757
431,26.8468
432,26.9285
433,27.0082
434,27.0852
435,27.1585
436,27.2274
437,27.2912
438,27.3491
439,27.4006
440,27.4453
441,27.5055
442,27.526
443,27.4611
444,27.279
445,27.1183
446,26.9774
447,26.8543
448,26.7474
449,26.6552
450,26.5763
451,26.5295
452,26.4733
453,26.4267
454,26.3889
455,26.359
456,26.336
457,26.3192
458,26.308
459,26.3017
460,26.2998
461,26.3127
462,26.318
463,26.3263
464,26.3371
465,26.35
466,26.3647
467,26.3809
468,26.3985
469,26.4171
470,26.4367
471,26.4663
472,26.4871
473,26.5082
474,26.5294
475,26.5508
476,26.5721
477,26.5933
478,26.6081
479,26.6058
480,26.6085
481,26.6294
482,26.6414
483,26.6577
484,26.6783
485,26.703
486,26.7317
487,26.7645
488,26.8013
489,26.8252
490,26.839
491,26.8533
492,26.865
493,26.8757
494,26.8855
495,26.8946
496,26.9028
497,26.9102
498,26.9169
499,26.9227
500,26.9278
501,26.9402
502,26.9437
503,26.9466
504,26.9487
505,26.9501
506,26.9509
507,26.951
508,26.9504
509,26.9492
510,26.907
511,26.8504
512,26.7769
513,26.7036
514,26.6311
515,26.5599
516,26.4904
517,26.423
518,26.358
519,26.2957
520,26.2362
521,26.1873
522,26.134
523,26.084
524,26.0371
525,25.9935
526,25.9531
527,25.9158
528,25.8815
529,25.8502
530,25.8216
531,25.8159
532,25.7925
533,25.7714
534,25.7526
535,25.7359
536,25.7211
537,25.7081
538,25.6968
539,25.687
540,25.6786
541,25.694
542,25.6881
543,25.6832
544,25.6792
545,25.6761
546,25.6737
547,25.6721
548,25.671
549,25.6705
550,25.6704
551,25.6779
552,25.6786
553,25.6796
554,25.6808
555,25.6823
556,25.6838
557,25.6855
558,25.6873
559,25.6892
560,25.6911
561,25.6952
562,25.6969
563,25.6987
564,25.7005
565,25.7022
566,25.7039
567,25.7056
568,25.7072
569,25.7088
570,25.7103
571,25.7136
572,25.715
573,25.7164
574,25.7177
575,25.7189
576,25.7202
577,25.7214
578,25.7226
579,25.7239
580,25.7253
581,25.7301
582,25.7317
583,25.7336
584,25.7358
585,25.7384
586,25.7414
587,25.745
588,25.7492
589,25.7543
590,25.7603
591,25.7817
592,25.79
593,25.7997
594,25.8111
595,25.8244
596,25.8398
597,25.8576
598,25.8781
599,25.9015
600,25.9283
601,25.9822
602,26.0167
603,26.0555
604,26.0831
605,26.0854
606,26.0973
607,26.1187
608,26.1493
609,26.1121
610,25.9052
611,25.7389
612,25.5913
613,25.4721
614,25.3807
615,25.3172
616,25.2824
617,25.2774
618,25.3037
619,25.3635
620,25.4595
621,25.5447
622,25.5399
623,25.5426
624,25.5521
625,25.5676
626,25.5884
627,25.6138
628,25.6429
629,25.675
630,25.7093
631,25.7497
632,25.7859
633,25.8217
634,25.8564
635,25.8895
636,25.9204
637,25.9487
638,25.974
639,25.9961
640,26.0151
641,26.0495
642,26.0635
643,26.0761
644,26.0833
645,26.0601
646,26.0416
647,26.0273
648,26.0168
649,26.0097
650,26.0058
651,26.0214
652,26.0226
653,26.0261
654,25.9986
655,25.9186
656,25.8517
657,25.7965
658,25.7521
659,25.7176
660,25.6924
661,25.6866
662,25.6789
663,25.6794
664,25.6883
665,25.7056
666,25.7312
667,25.7658
668,25.8101
669,25.8651
670,25.9317
671,26.0121
672,26.0004
673,25.9442
674,25.8957
675,25.8539
676,25.8183
677,25.788
678,25.7625
679,25.7413
680,25.7238
681,25.7067
682,25.6953
683,25.6865
684,25.6797
685,25.6749
686,25.6721
687,25.6709
688,25.6715
689,25.6737
690,25.6775
691,25.6945
692,25.7018
693,25.711
694,25.7222
695,25.7273
696,25.7154
697,25.7045
698,25.6947
699,25.6864
700,25.6795
701,25.602
702,25.4193
703,25.2855
704,25.1896
705,25.1234
706,25.0806
707,25.0563
708,25.0467
709,25.0491
710,24.9356
711,24.8232
712,24.721
713,24.6384
714,24.5738
715,24.5262
716,24.4945
717,24.4781
718,24.4763
719,24.4888
720,24.5154
721,24.5679
722,24.6232
723,24.693
724,24.7781
725,24.8789
726,24.9963
727,25.131
728,25.2843
729,25.457
730,25.6503
731,25.7586
732,25.8197
733,25.8898
734,25.9699
735,26.033
736,26.0106
737,25.9911
738,25.9759
739,25.9664
740,25.964
741,25.9786
742,25.9941
743,26.0202
744,26.058
745,26.1082
746,26.1164
747,26.1096
748,26.1022
749,26.0945
750,26.0863
751,26.0888
752,26.0802
753,26.0714
754,26.0625
755,26.0538
756,26.0452
757,26.0369
758,26.0291
759,26.0219
760,26.0155
761,26.0171
762,26.013
763,26.0103
764,26.0093
765,26.0103
766,26.0135
767,26.0192
768,26.0276
769,26.0392
770,26.0541
771,26.0707
772,26.0935
773,26.1208
774,26.1529
775,26.19
776,26.2329
777,26.282
778,26.3376
779,26.4001
780,26.4504
781,26.4471
782,26.4456
783,26.4319
784,26.4065
785,26.3814
786,26.3571
787,26.3337
788,26.3115
789,26.2909
790,26.2722
791,26.2612
792,26.2479
793,26.2382
794,26.2328
795,26.2322
796,26.2373
797,26.2493
798,26.2694
799,26.2989
800,26.3393
801,26.4048
802,26.4075
803,26.3912
804,26.375
805,26.3104
806,26.2484
807,26.1998
808,26.1625
809,26.1343
810,26.1137
811,26.1106
812,26.101
813,26.0952
814,26.0924
815,26.0921
816,26.0937
817,26.0968
818,26.1011
819,26.1062
820,26.1121
821,26.1166
822,26.1188
823,26.106
824,26.0935
825,26.0812
826,26.0692
827,26.0572
828,26.0453
829,26.0334
830,26.0213
831,25.9925
832,25.9795
833,25.9016
834,25.6946
835,25.5186
836,25.3695
837,25.2437
838,25.138
839,25.0496
840,24.976
841,24.914
842,24.8638
843,24.8225
844,24.789
845,24.762
846,24.7408
847,24.7244
848,24.7122
849,24.7036
850,24.6982
851,24.7162
852,24.7161
853,24.7186
854,24.7237
855,24.7315
856,24.7418
857,24.7551
858,24.7713
859,24.7909
860,24.8141
861,24.8585
862,24.8899
863,24.9262
864,24.9677
865,25.0149
866,25.0685
867,25.1291
868,25.1971
869,25.2731
870,25.3574
871,25.4675
872,25.534
873,25.5201
874,25.5068
875,25.4225
876,25.2611
877,25.1038
878,24.9515
879,24.8053
880,24.6659
881,24.5503
882,24.4258
883,24.3091
884,24.2002
885,24.0992
886,24.0058
887,23.9198
888,23.8406
889,23.7681
890,23.702
891,23.648
892,23.5933
893,23.5437
894,23.4989
895,23.4585
896,23.4221
897,23.3892
898,23.3596
899,23.3332
900,23.3095
901,23.295
902,23.2761
903,23.2592
904,23.2442
905,23.2307
906,23.2187
907,23.2082
908,23.1988
909,25.0283
910,25.0245
911,25.031
912,25.0403
913,25.0587
914,25.0882
915,25.1315
916,25.1916
917,25.2723
918,23.1558
919,23.154
920,23.1526
921,23.1483
922,23.1474
923,23.1465
924,23.1458
925,23.145
926,23.1442
927,23.1432
928,23.1421
929,23.1409
930,23.1396
931,23.1315
932,23.1299
933,23.128
934,23.1259
935,23.1235
936,23.1209
937,23.1179
938,23.1147
939,23.1111
940,23.1072
941,23.0987
942,23.0942
943,23.0894
944,23.0843
945,23.079
946,23.0733
947,23.0673
948,23.0612
949,23.055
950,23.0488
951,23.0476
952,23.0415
953,23.0355
954,23.0298
955,23.0243
956,23.0191
957,23.0143
958,23.01
959,23.0061
960,23.0027
961,23.0066
962,23.0045
963,23.003
964,23.0022
965,23.0022
966,23.0031
967,23.0047
968,23.0071
969,23.0104
970,23.0144
971,23.019
972,23.0246
973,23.031
974,23.0382
975,23.0461
976,23.0548
977,23.0641
978,23.0741
979,23.0846
980,23.0957
981,23.1185
982,23.1305
983,23.1428
984,23.1554
985,23.1682
986,23.1813
987,23.1945
988,23.2077
989,23.221
990,23.2343
991,23.2562
992,23.2694
993,23.2825
994,23.2954
995,23.3082
996,23.3208
997,23.3333
998,23.3456
999,23.3577
1000,23.3696
1001,23.3998
1002,23.4114
1003,23.4228
1004,23.434
1005,23.445
1006,23.456
1007,23.4668
1008,23.4774
1009,23.4879
1010,23.4983
1011,23.5231
1012,23.5333
1013,23.5433
1014,23.5533
1015,23.5631
1016,23.5729
1017,23.5827
1018,23.5922
1019,23.6017
1020,23.6111
1021,23.6187
1022,23.6279
1023,23.6369
1024,23.6457
1025,23.6545
1026,23.6631
1027,23.6715
1028,23.6798
1029,23.688
1030,23.696
1031,23.6951
1032,23.7028
1033,23.7103
1034,23.7178
1035,23.725
1036,23.7322
1037,23.7392
1038,23.7461
1039,23.7529
1040,23.7595
1041,23.7614
1042,23.7678
1043,23.7741
1044,23.7803
1045,23.7864
1046,23.7923
1047,23.7982
1048,23.8039
1049,23.8094
1050,23.8148
1051,23.8217
1052,23.8269
1053,23.832
1054,23.8371
1055,23.842
1056,23.8468
1057,23.8513
1058,23.8557
1059,23.86
1060,23.8643
1061,23.8697
1062,23.8737
1063,23.8777
1064,23.7688
1065,23.5899
1066,23.4401
1067,23.3164
1068,23.2156
1069,23.1345
1070,23.0703
1071,23.0248
1072,22.987
1073,22.9595
1074,22.9403
1075,22.9281
1076,22.9215
1077,22.9195
1078,22.921
1079,22.9253
1080,22.9315
1081,22.9483
1082,22.9568
1083,22.966
1084,22.9752
1085,22.9844
1086,22.9932
1087,23.0015
1088,23.009
1089,23.0157
1090,23.0215
1091,23.0317
1092,23.0355
1093,23.0382
1094,23.0399
1095,23.0406
1096,23.0401
1097,23.0389
1098,23.0369
1099,23.0342
1100,23.031
1101,23.0268
1102,23.023
1103,23.0193
1104,23.0159
1105,23.0131
1106,23.0112
1107,23.0106
1108,23.0119
1109,23.0155
1110,23.0221
1111,23.0317
1112,23.0469
1113,23.068
1114,23.0964
1115,23.1337
1116,23.1817
1117,23.2428
1118,23.3199
1119,23.4161
1120,23.5354
1121,23.6794
1122,23.8602
1123,24.0799
1124,24.0841
1125,24.088
1126,24.0918
1127,24.0954
1128,24.0989
1129,24.1022
1130,24.1053
1131,24.105
1132,24.1075
1133,24.0794
1134,24.0022
1135,23.9394
1136,23.8887
1137,23.8477
1138,23.8149
1139,23.7887
1140,23.7679
1141,23.7568
1142,23.7437
1143,23.7333
1144,23.725
1145,23.7185
1146,23.7132
1147,23.7086
1148,23.7048
1149,23.7015
1150,23.6985
1151,23.7049
1152,23.7025
1153,23.7002
1154,23.6982
1155,23.6965
1156,23.6952
1157,23.6942
1158,23.6938
1159,23.6941
1160,23.6954
1161,23.7036
1162,23.7078
1163,23.7141
1164,23.7229
1165,23.7347
1166,23.7504
1167,23.7705
1168,23.7961
1169,23.8282
1170,23.8679
1171,23.9242
1172,23.959
1173,23.9501
1174,23.941
1175,23.9319
1176,23.9227
1177,23.9134
1178,23.904
1179,23.8946
1180,23.8851
1181,23.8794
1182,23.8697
1183,23.86
1184,23.8502
1185,23.8404
1186,23.8303
1187,23.8201
1188,23.8098
1189,23.7995
1190,23.7891
1191,23.7855
1192,23.7748
1193,23.7642
1194,23.7534
1195,23.7427
1196,23.7319
1197,23.7211
1198,23.7103
1199,23.6995
1200,23.6886
1201,23.6834
1202,23.6726
1203,23.6617
1204,23.6509
1205,23.6402
1206,23.6294
1207,23.6187
1208,23.6079
1209,23.5972
1210,23.5866
1211,23.5783
1212,23.5676
1213,23.5569
1214,23.5463
1215,23.5356
1216,23.5249
1217,23.5141
1218,23.5032
1219,23.4923
1220,23.4812
1221,23.4791
1222,23.4677
1223,23.456
1224,23.3452
1225,23.219
1226,23.1191
1227,23.0423
1228,22.986
1229,22.9486
1230,22.9289
1231,22.9337
1232,22.9487
1233,22.9818
1234,23.0344
1235,23.1085
1236,23.0289
1237,22.9036
1238,22.8003
1239,22.7158
1240,22.6471
1241,22.5938
1242,22.5506
1243,22.5176
1244,22.4937
1245,22.4782
1246,22.4707
1247,22.4711
1248,22.4794
1249,22.4962
1250,22.522
1251,22.5694
1252,22.6168
1253,22.6774
1254,22.7533
1255,22.8241
1256,22.7994
1257,22.7762
1258,22.7549
1259,22.7361
1260,22.7204
1261,22.711
1262,22.7037
1263,22.702
1264,22.707
1265,22.7199
1266,22.7424
1267,22.776
1268,22.8229
1269,22.8853
1270,22.966
1271,23.0582
1272,23.1855
1273,23.3423
1274,23.5333
1275,23.7641
1276,24.041
1277,24.3711
1278,24.7622
1279,25.2231
1280,25.5508
1281,25.5358
1282,25.5276
1283,25.5193
1284,25.5108
1285,25.5022
1286,25.4933
1287,25.4842
1288,25.4749
1289,25.4563
1290,25.4303
1291,25.4094
1292,25.387
1293,25.3665
1294,25.3482
1295,25.3323
1296,25.319
1297,25.3083
1298,25.3004
1299,25.2958
1300,25.2946
1301,25.2971
1302,25.3034
1303,25.3003
1304,25.2861
1305,25.2554
1306,25.1578
1307,25.0638
1308,24.9745
1309,24.8905
1310,24.8124
1311,24.7313
1312,24.6655
1313,24.6059
1314,23.9632
1315,23.2589
1316,22.729
1317,22.3311
1318,22.0341
1319,21.8144
1320,21.6548
1321,21.5385
1322,21.4638
1323,21.4195
1324,21.4007
1325,21.4034
1326,21.4252
1327,21.4644
1328,21.5201
1329,21.5916
1330,21.679
1331,21.7825
1332,21.9022
1333,22.0386
1334,22.1918
1335,22.3619
1336,22.5487
1337,22.7512
1338,22.9681
1339,23.1973
1340,23.4357
1341,23.6924
1342,23.9376
1343,24.1788
1344,24.3594
1345,24.3675
1346,24.3754
1347,24.383
1348,24.3902
1349,24.3969
1350,24.4029
1351,24.426
1352,24.4302
1353,24.4332
1354,24.4349
1355,24.435
1356,24.4335
1357,24.4302
1358,24.425
1359,24.4177
1360,24.4083
1361,24.4139
1362,24.4001
1363,24.3839
1364,24.3656
1365,24.3451
1366,24.1052
1367,23.841
1368,23.5831
1369,23.3353
1370,23.101
1371,22.8904
1372,22.6885
1373,22.5044
1374,22.3383
1375,22.1897
1376,22.0582
1377,21.9427
1378,21.8424
1379,21.7559
1380,21.6822
1381,21.6236
1382,21.5719
1383,21.5296
1384,21.4957
1385,21.4692
1386,21.4493
1387,21.4352
1388,21.4261
1389,21.4214
1390,21.4207
1391,21.4188
1392,21.4241
1393,21.432
1394,21.4419
1395,21.4537
1396,21.467
1397,21.4816
1398,21.4972
1399,21.5137
1400,21.5308
1401,21.5478
1402,21.5656
1403,21.5837
1404,21.6019
1405,21.6202
1406,21.6385
1407,21.6567
1408,21.6748
1409,21.6927
1410,21.7104
1411,21.7228
1412,21.7398
1413,21.7564
1414,21.7728
1415,21.7887
1416,21.8043
1417,21.8194
1418,21.8341
1419,21.8485
1420,21.8624
1421,21.8654
1422,21.8786
1423,21.8915
1424,21.9039
1425,21.9159
1426,21.9273
1427,21.9385
1428,21.9492
1429,21.9596
1430,21.9696
1431,21.9721
1432,21.9814
1433,21.9903
1434,21.9989
1435,22.007
1436,22.0149
1437,22.0223
1438,22.0293
1439,22.0359
1440,22.042
1441,22.0514
1442,22.0567
1443,22.0617
1444,22.0661
1445,22.0703
1446,22.0741
1447,22.0775
1448,22.0806
1449,22.0834
1450,22.0858
1451,22.1066
1452,22.1083
1453,22.1097
1454,22.1108
1455,22.1115
1456,22.1118
1457,22.1118
1458,22.1114
1459,22.1106
1460,22.1095
1461,22.1273
1462,22.1253
1463,22.123
1464,22.1201
1465,22.1168
1466,22.1131
1467,22.109
1468,22.1045
1469,22.0996
1470,22.0942
1471,22.084
1472,22.0777
1473,22.071
1474,22.0638
1475,22.0562
1476,22.0482
1477,22.0397
1478,22.0308
1479,22.0213
1480,22.0112
1481,21.9871
1482,21.9761
1483,21.9647
1484,21.9528
1485,21.9405
1486,21.9275
1487,21.914
1488,21.9
1489,21.8857
1490,21.8709
1491,21.8598
1492,21.8442
1493,21.828
1494,21.8114
1495,21.7945
1496,21.7774
1497,21.7602
1498,21.7429
1499,21.7256
1500,21.7083
1501,21.7009
1502,21.6842
1503,21.6679
1504,21.652
1505,21.6368
1506,21.6226
1507,21.6096
1508,21.5979
1509,21.588
1510,21.58
1511,21.5742
1512,21.5712
1513,21.5713
1514,21.575
1515,21.5829
1516,21.5955
1517,21.6134
1518,21.6375
1519,21.6684
1520,21.7071
1521,21.7482
1522,21.8052
1523,21.8731
1524,21.9529
1525,22.0461
1526,22.154
1527,22.2781
1528,22.4198
1529,22.5809
1530,22.7628
1531,22.9643
1532,23.1926
1533,23.4462
1534,23.7264
1535,24.0341
1536,24.333
1537,24.3989
1538,24.4618
1539,24.5209
1540,24.5754
1541,24.6295
1542,24.6728
1543,24.7097
1544,24.7399
1545,24.7633
1546,24.7799
1547,24.7896
1548,24.7928
1549,24.7898
1550,24.7812
1551,24.7793
1552,24.761
1553,24.7388
1554,24.7134
1555,24.6853
1556,24.6554
1557,24.6239
1558,24.5916
1559,24.5589
1560,24.5262
1561,24.4929
1562,24.4614
1563,24.4308
1564,24.4014
1565,24.3733
1566,24.3467
1567,24.3218
1568,24.2987
1569,24.2775
1570,24.2581
1571,24.2413
1572,24.2259
1573,24.2127
1574,24.2017
1575,24.193
1576,24.1868
1577,24.1643
1578,24.1456
1579,24.1313
1580,24.1209
1581,24.117
1582,24.2101
1583,24.2241
1584,24.2414
1585,24.2624
1586,24.2871
1587,24.3156
1588,24.3478
1589,24.3841
1590,24.4244
1591,24.4704
1592,24.5183
1593,24.5529
1594,24.5509
1595,24.5532
1596,24.5591
1597,24.5681
1598,24.5796
1599,24.5933
1600,24.6087
1601,24.632
1602,24.6499
1603,24.6686
1604,24.6881
1605,24.7082
1606,24.7288
1607,24.7499
1608,24.7713
1609,24.793
1610,24.815
1611,24.8345
1612,24.8568
1613,24.8795
1614,24.4749
1615,23.9295
1616,23.4805
1617,23.1138
1618,22.8164
1619,22.5769
1620,22.3855
1621,22.2287
1622,22.1101
1623,22.0186
1624,21.9498
1625,21.8997
1626,21.8653
1627,21.8439
1628,21.8334
1629,21.8321
1630,21.8387
1631,21.8553
1632,21.8738
1633,21.8972
1634,21.9246
1635,21.9556
1636,21.9895
1637,22.0258
1638,22.0639
1639,22.1033
1640,22.1435
1641,22.194
1642,22.234
1643,22.273
1644,22.3106
1645,22.3462
1646,22.3793
1647,22.4094
1648,22.4361
1649,22.4591
1650,22.4781
1651,22.4992
1652,22.5098
1653,22.5162
1654,22.5185
1655,22.5168
1656,22.5116
1657,22.5032
1658,22.492
1659,22.4786
1660,22.4634
1661,22.4513
1662,22.4338
1663,22.4158
1664,22.3976
1665,22.3797
1666,22.3623
1667,22.3455
1668,22.3297
1669,22.315
1670,22.3013
1671,22.2819
1672,22.2709
1673,22.2612
1674,22.2527
1675,22.2456
1676,22.2396
1677,22.2347
1678,22.2309
1679,22.228
1680,22.2259
1681,22.2133
1682,22.2126
1683,22.2123
1684,22.2124
1685,22.2128
1686,22.2133
1687,22.2139
1688,22.2144
1689,22.2147
1690,22.2147
1691,22.2151
1692,22.2147
1693,22.214
1694,22.2129
1695,22.2114
1696,22.2095
1697,22.2071
1698,22.2042
1699,22.2007
1700,22.1967
1701,22.1989
1702,22.1938
1703,22.188
1704,22.1817
1705,22.1748
1706,22.1674
1707,22.1595
1708,22.1511
1709,22.1423
1710,22.1331
1711,22.1263
1712,22.1165
1713,22.1063
1714,22.096
1715,22.0856
1716,22.0752
1717,22.0649
1718,22.0548
1719,22.0451
1720,22.0359
1721,22.029
1722,22.0212
1723,22.0144
1724,22.0086
1725,22.004
1726,22.001
1727,21.9995
1728,21.9998
1729,22.002
1730,22.0062
1731,22.0134
1732,22.0223
1733,22.0337
1734,22.0478
1735,22.0647
1736,22.0846
1737,22.1075
1738,22.1335
1739,22.1625
1740,22.1947
1741,22.2298
1742,22.2684
1743,22.3101
1744,22.3549
1745,22.4026
1746,22.453
1747,22.506
1748,22.5613
1749,22.6188
1750,22.6781
1751,22.745
1752,22.8071
1753,22.87
1754,22.9335
1755,22.9971
1756,23.0605
1757,23.1235
1758,23.1859
1759,23.2474
1760,23.3078
1761,23.3648
1762,23.4226
1763,23.479
1764,23.5339
1765,23.5875
1766,23.64
1767,23.6915
1768,23.7423
1769,23.7927
1770,23.8431
1771,23.8825
1772,23.9342
1773,23.9876
1774,24.0433
1775,24.1022
1776,24.1652
1777,24.2332
1778,24.3074
1779,24.3893
1780,24.4801
1781,24.5788
1782,24.6925
1783,24.7199
1784,24.7244
1785,24.4283
1786,24.0292
1787,23.679
1788,23.3728
1789,23.1062
1790,22.8749
1791,22.6843
1792,22.5125
1793,22.3658
1794,22.2414
1795,22.1368
1796,22.0499
1797,21.9789
1798,21.922
1799,21.878
1800,21.8458
1801,21.8359
1802,21.8247
1803,21.8234
1804,21.8318
1805,21.8497
1806,21.8775
1807,21.9158
1808,21.9653
1809,22.027
1810,22.1024
1811,22.1895
1812,22.2969
1813,22.4233
1814,22.5711
1815,22.7426
1816,22.9404
1817,23.1668
1818,23.4236
1819,23.712
1820,23.9615
1821,23.9901
1822,24.0066
1823,24.0293
1824,24.0594
1825,24.0984
1826,24.1484
1827,24.2118
1828,24.2915
1829,24.3382
1830,24.2426
1831,24.1785
1832,24.0979
1833,24.0235
1834,23.9546
1835,23.8904
1836,23.8306
1837,23.7748
1838,23.7225
1839,23.6736
1840,23.6279
1841,23.5839
1842,23.5441
1843,23.5072
1844,23.473
1845,23.4414
1846,23.4124
1847,23.3859
1848,23.3618
1849,23.3401
1850,23.3205
1851,23.2887
1852,23.2734
1853,23.2599
1854,23.2483
1855,23.2383
1856,23.2298
1857,23.2228
1858,23.217
1859,23.2124
1860,23.2088
1861,23.2016
1862,23.1997
1863,23.1983
1864,23.1974
1865,23.1967
1866,23.1963
1867,23.1961
1868,23.1959
1869,23.1958
1870,23.1956
1871,23.1845
1872,23.1838
1873,23.1827
1874,23.1813
1875,23.1793
1876,23.1769
1877,23.1738
1878,23.1701
1879,23.1657
1880,23.1606
1881,23.1523
1882,23.1457
1883,23.1384
1884,23.1303
1885,23.1214
1886,23.1119
1887,23.1016
1888,23.0907
1889,23.0793
1890,23.0674
1891,23.0644
1892,23.0519
1893,23.0393
1894,23.0268
